epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,1.961610960838435,0.50468,0.7675,0.5883881430202086
2,0.4822254558772687,0.87122,0.9002,1.205192338482783
3,0.28887679373078484,0.91702,0.9302,1.19359787189128
4,0.20588762317891315,0.9401,0.9453,1.0685223051405062
5,0.14576911731668368,0.95716,0.9561,0.9685523671146623
6,0.10787928034968274,0.96764,0.9629,0.8925462729308932
7,0.08245146917500783,0.97582,0.9666,0.8384354331048264
8,0.06839127271362316,0.97996,0.9692,0.8099258211250817
9,0.05542624137802597,0.98366,0.9691,0.7564002220753537
10,0.045253496197566793,0.987,0.9729,0.7064384857309524
11,0.03859770300237181,0.98866,0.9738,0.6802517331150143
12,0.032231345563433836,0.99128,0.9744,0.6287966048886937
13,0.026829017396650664,0.99278,0.9731,0.5805976573471444
14,0.021554628269189535,0.99442,0.9715,0.522436378180008
15,0.01797001849076308,0.99558,0.9748,0.47431915979420447
16,0.014926492529528221,0.99668,0.9772,0.42747364478015737
17,0.011670443052149084,0.99758,0.9747,0.3716900627021252
18,0.009878650717528078,0.99822,0.9757,0.3397143914636659
19,0.0076998431848742,0.99876,0.9768,0.2781334059191901
20,0.0060734868368312244,0.99924,0.9762,0.23120509127673686
21,0.004848833756244151,0.99954,0.977,0.19047625231515405
22,0.0039913535450154655,0.9998,0.9775,0.16467329784783782
23,0.003411391558756223,0.99982,0.9772,0.1460736048459091
24,0.002851097218627284,0.99986,0.9775,0.1206735935786337
25,0.002607700129425453,0.99988,0.9763,0.11426677978782922
26,0.0023845871368012523,0.99974,0.977,0.10824842710609602
27,0.0019598192925153472,0.99996,0.9772,0.0875643612452862
28,0.0017520386891820214,0.99998,0.9769,0.08158746804648938
29,0.0015534045240462042,1.0,0.9772,0.07283288817942486
30,0.0014299454783317823,1.0,0.9768,0.06854094106130487
