epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,1.1987511999619282,0.61206,0.7454,1.2789990900337147
2,0.5866571163658596,0.793,0.8147,1.930403304408852
3,0.4806721437236537,0.82996,0.8419,1.8427609837980636
4,0.43219546367750145,0.84686,0.8443,1.6535208143538203
5,0.39616547277211533,0.85742,0.8576,1.5156128162032139
6,0.36459949616428533,0.86802,0.8688,1.4231092889251142
7,0.3380858110802253,0.87698,0.865,1.3877909906252248
8,0.32784568909984413,0.87908,0.8726,1.4163002589709355
9,0.3132232640062452,0.88468,0.8838,1.4066439594482882
10,0.29630919220997853,0.88948,0.8817,1.3540659120239897
11,0.2858182317041375,0.89456,0.8832,1.3529916046405959
12,0.27535438168879667,0.89836,0.88,1.3615897342488321
13,0.2660406148227889,0.90132,0.8819,1.3579168568166262
14,0.2587179221841685,0.90494,0.8803,1.36607648167636
15,0.24698847737115667,0.90618,0.8823,1.3621813881368456
16,0.2416061290142024,0.91044,0.8881,1.3730498342456732
17,0.23332129300707746,0.91194,0.8697,1.3535842867204837
18,0.23044923262770675,0.91402,0.8839,1.3845998148372891
19,0.22450880633900538,0.91702,0.8917,1.392840680678964
20,0.21507816271060873,0.9197,0.8881,1.3695627858984512
21,0.21185542950811592,0.91974,0.8927,1.396692828830299
22,0.20419277244097436,0.92476,0.8949,1.3788066709719489
23,0.20261864908172955,0.92366,0.8832,1.408405982313432
24,0.19500358920077535,0.9264,0.8879,1.3814418784271398
25,0.18894157680632817,0.92804,0.8939,1.3704875450954817
26,0.18504026879930435,0.93084,0.8901,1.389320793816814
27,0.17914936733444023,0.93276,0.889,1.3930125927819001
28,0.17589432283607134,0.93424,0.8931,1.3972218762670496
29,0.17076278178264265,0.93526,0.8906,1.4145599067687586
30,0.16860678284178915,0.93588,0.8835,1.435493286653411
