epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,0.5840153798480016,0.83394,0.9225,1.1472508750422585
2,0.208212918747226,0.9389,0.9453,1.0229982205986523
3,0.13867010366495536,0.96,0.9574,0.9228419364191037
4,0.1046736446183051,0.96878,0.9626,0.8720323168771238
5,0.08276227591654567,0.97566,0.9664,0.8142528139564735
6,0.06659197902349788,0.98002,0.9698,0.7789526428520522
7,0.05419211146300253,0.98408,0.9702,0.7326990218577679
8,0.0454088987736746,0.98636,0.9704,0.6932664151661243
9,0.037142664094960504,0.98924,0.9723,0.6449516847068373
10,0.030677721975311694,0.99096,0.9743,0.6035986223918413
11,0.02557034901750591,0.99246,0.9765,0.5703644588048813
12,0.020535289515953157,0.99458,0.975,0.5067331124849933
13,0.016663905463593504,0.9961,0.9737,0.4517300218258969
14,0.01508000750171915,0.99636,0.9776,0.44362383311525844
15,0.011435663576297108,0.99776,0.9764,0.36522414357689886
16,0.008806181456255035,0.99864,0.9771,0.29951297370841495
17,0.007013101608257519,0.99908,0.977,0.2571065470249179
18,0.006144537628666126,0.99922,0.9783,0.23303881031419965
19,0.004556359279358312,0.99972,0.9772,0.17881403130011683
20,0.0037680390957977993,0.9998,0.977,0.1515687653701908
21,0.0032280079469129697,0.99986,0.9765,0.13311652349108336
22,0.0027368523617619096,0.99988,0.9767,0.11349864474801775
23,0.0023651352709406675,0.99994,0.9765,0.10084254981411626
24,0.002136592715758483,0.99998,0.9774,0.09398766380636363
25,0.0018726845187569886,0.99996,0.9779,0.0843297567799742
26,0.0016934810729437274,0.99998,0.9772,0.076222580243879
27,0.0015144610845260463,1.0,0.9776,0.07009977629753446
28,0.0013849650507850443,1.0,0.9775,0.06400587993042736
29,0.001281399797105044,1.0,0.9779,0.060460775630284826
30,0.0011902289549915624,1.0,0.9775,0.05639172187471175
