epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,0.5751446313165185,0.83228,0.9242,1.1499613166001923
2,0.21017904117550995,0.93866,0.9454,1.018868069125205
3,0.14436823490035275,0.95812,0.9557,0.9188706695430064
4,0.10501139736174585,0.96922,0.9632,0.8440507042431857
5,0.08338410526995196,0.97534,0.9657,0.8185393642551845
6,0.06736563524240842,0.97934,0.969,0.7901210647048411
7,0.05425188685302882,0.98444,0.9713,0.7201132761407583
8,0.04594040659579027,0.98628,0.9724,0.7042476424322848
9,0.036967921372957985,0.98934,0.9729,0.6427857816507633
10,0.03028167491701915,0.99182,0.9723,0.6002069343209743
11,0.02576708243540524,0.99292,0.9741,0.5641963231678221
12,0.02109320489707572,0.99462,0.9751,0.5107046306867611
13,0.017573790840150746,0.99548,0.9758,0.4640581461670744
14,0.014698453472636621,0.99674,0.9746,0.42445477619228333
15,0.010801463544311727,0.9979,0.9758,0.3363316520341888
16,0.00876366456909834,0.99876,0.9773,0.295563430254623
17,0.007292680960442812,0.99898,0.9757,0.26637219275869956
18,0.005913004566509071,0.99936,0.9778,0.2273494374071272
19,0.004739948562109697,0.99956,0.9779,0.18725664172476597
20,0.0038084439790981544,0.99976,0.9776,0.15530009149972276
21,0.0032560166198988935,0.9998,0.9773,0.13779111869038838
22,0.0027256702767055937,0.99996,0.9775,0.11721551254542001
23,0.002397901963421276,0.99996,0.9782,0.10377289834191247
24,0.002072904551847001,0.99996,0.9784,0.09274408176132035
25,0.0018419514349831477,0.99998,0.9774,0.08233305989152394
26,0.0016652347530209896,1.0,0.9773,0.07687572369516883
27,0.0014982816763668824,1.0,0.9778,0.06943683463558242
28,0.0013826457187630515,1.0,0.9787,0.06521327256857512
29,0.0012736543770786092,1.0,0.9774,0.06010144532370715
30,0.0011998856678246156,1.0,0.9783,0.05785902041168702
