epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,0.5891660097652994,0.8341,0.9174,1.1561381740912926
2,0.21270731080542593,0.93856,0.9445,1.046651888496263
3,0.14410881895829192,0.95852,0.9552,0.9295576293672773
4,0.10820324584851256,0.96808,0.9592,0.8845307568893552
5,0.08510026994370914,0.97522,0.9662,0.8369286741460078
6,0.06924455847872225,0.97894,0.9695,0.7960966467837789
7,0.057405638153595694,0.98328,0.9702,0.7432799027039219
8,0.04762523369970815,0.98594,0.9726,0.7135455453559767
9,0.04030320734788111,0.98822,0.9732,0.6747275658401738
10,0.033183333660771266,0.99046,0.9709,0.6319038856218302
11,0.02847021911323042,0.992,0.974,0.6012861881934225
12,0.023688859286774045,0.99348,0.9723,0.5571529992640526
13,0.018470706373719316,0.99532,0.9738,0.4801935434505255
14,0.015123976290102719,0.99636,0.9755,0.43251850777897954
15,0.012462538698825257,0.99752,0.9758,0.37896129376117166
16,0.010567108459491997,0.99782,0.9755,0.3625846762004132
17,0.008048646689379674,0.99882,0.9749,0.28769388245475297
18,0.006290469313082952,0.99924,0.9763,0.2393399661089407
19,0.00531219434617382,0.99952,0.9753,0.21430500035283767
20,0.004168666128120224,0.99978,0.9766,0.17227180503731737
21,0.003350710001578519,0.9998,0.9765,0.14320938594919866
22,0.00291056155031902,0.99992,0.9765,0.12980373420400687
23,0.00248573791579051,0.99994,0.9763,0.11166643061589634
24,0.0021820186472544328,0.99998,0.9772,0.0982279547612144
25,0.0019266289814914692,0.99998,0.9767,0.08885979423687099
26,0.0017063606126128462,1.0,0.9772,0.07859417980677393
27,0.0015907659797500188,0.99998,0.9772,0.07416737468808228
28,0.001439371601641735,1.0,0.9765,0.06751617213115367
29,0.0013207021608703893,1.0,0.9767,0.06268228177343987
30,0.001241701563507693,0.99998,0.9763,0.0594360089772542
