epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,1.9566531957262923,0.54962,0.7511,0.5873323247462238
2,0.49065969060258485,0.86784,0.8978,1.1983885343552765
3,0.2917053754658193,0.91602,0.9198,1.1822944356624427
4,0.20460885284882982,0.94138,0.947,1.0520998735392944
5,0.14198017110357353,0.95892,0.9572,0.9320531159927121
6,0.10775535655639056,0.9691,0.9639,0.8799999887850347
7,0.08429638109624843,0.97498,0.9666,0.8191294719649774
8,0.06768327107583946,0.98036,0.9674,0.7770022040236655
9,0.05513991612960082,0.984,0.9715,0.7208389580965039
10,0.04581696959599481,0.98682,0.9702,0.6916806872623529
11,0.03828084040799386,0.98878,0.9725,0.6572893797244642
12,0.03152091935833159,0.99086,0.9747,0.6093070058678176
13,0.02554071753356091,0.99318,0.9733,0.5465207595655835
14,0.02157450811182687,0.9942,0.9733,0.5152137967660608
15,0.019294378679895374,0.99502,0.9733,0.4987852650553929
16,0.015086514893491977,0.99674,0.9749,0.4369541481215773
17,0.011792631969978328,0.9978,0.9745,0.36569754622106093
18,0.009194422099093819,0.99844,0.9758,0.3087604551424038
19,0.0075561537442992675,0.99904,0.9749,0.27754445034677355
20,0.0063814875952386005,0.9992,0.9763,0.24349933260684858
21,0.004829484670300303,0.99956,0.9761,0.19079902665279638
22,0.0038395665565041453,0.99974,0.9759,0.15946872421110078
23,0.003282181141973066,0.99982,0.9769,0.14135265370721858
24,0.002811791808264035,0.99988,0.9773,0.12493003488581066
25,0.0023558505639988993,0.9999,0.9764,0.10558838131626311
26,0.001991014425877666,1.0,0.9777,0.08844112202648431
27,0.0018325429254546738,0.99998,0.9767,0.08454473331980801
28,0.0016618089029903237,1.0,0.9764,0.07651833922430414
29,0.0015140097948972344,1.0,0.9771,0.07154821456951804
30,0.0013580831590310775,1.0,0.9772,0.06359191642458077
