epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,1.288069231659555,0.70032,0.8667,0.8696532870910576
2,0.36620128345306574,0.8947,0.9114,1.243114287476488
3,0.2644391607331193,0.9237,0.9338,1.165235340019937
4,0.19659125342812683,0.94348,0.9462,1.0804780063174304
5,0.14475417912454175,0.95762,0.9563,0.9934103679179925
6,0.10890374888006188,0.96824,0.961,0.9204104734789055
7,0.08580383492093009,0.97468,0.9646,0.8720734274608021
8,0.06794716018344969,0.98038,0.9697,0.8031775158391856
9,0.05692747209752288,0.98304,0.9687,0.7709910019251973
10,0.047209445292742264,0.98598,0.9711,0.7322769654630024
11,0.03894970368917274,0.98884,0.9743,0.68320473452964
12,0.03224534470090152,0.99098,0.9745,0.6295868218735187
13,0.026858555392988617,0.99292,0.9741,0.5786703210203858
14,0.023111083708620746,0.9937,0.9731,0.5523111421083792
15,0.018934454505249637,0.99484,0.9755,0.5088327213825031
16,0.014914520622125072,0.99652,0.975,0.43393253722340264
17,0.012163897572975348,0.99732,0.9747,0.3856377834449108
18,0.010148262033061704,0.99802,0.9755,0.3431558881883775
19,0.008356822395089555,0.99848,0.9748,0.3065160808550914
20,0.006705900850107946,0.99914,0.9746,0.25742214133449437
21,0.005440822880193496,0.99936,0.9763,0.21507902083231412
22,0.0045995988354575615,0.9995,0.9756,0.1972629918588391
23,0.003385735012324336,0.99982,0.9767,0.14216420008917904
24,0.0029573389545434078,0.9998,0.9766,0.13022834837803263
25,0.0024841166900411603,0.99992,0.9763,0.11383382834127095
26,0.0020826328420479956,1.0,0.9762,0.0948234424628632
27,0.0019214345203876933,0.99998,0.9766,0.0921007443640731
28,0.001721024020154284,1.0,0.9765,0.08119993023932444
29,0.0015240236266075573,1.0,0.9764,0.07218351337407633
30,0.0014595883624183665,0.99998,0.9764,0.07048292607943638
