epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,0.5835730321228961,0.83718,0.9179,1.1290323866685137
2,0.2096066187967158,0.93934,0.9404,1.0034082823135053
3,0.1410585541463912,0.95854,0.9523,0.907223119689344
4,0.10523463329276465,0.96888,0.9627,0.8572950211063112
5,0.0826532805667204,0.97598,0.9681,0.8014862303022892
6,0.06844519478890597,0.98004,0.9703,0.7826076938242871
7,0.05617823778137165,0.9833,0.9708,0.7324971876172508
8,0.04637037393058795,0.98656,0.9734,0.696895544848047
9,0.0378552497179388,0.9897,0.9732,0.629140421991666
10,0.03203393443016564,0.99138,0.9722,0.6100511119398604
11,0.026545978539213633,0.99288,0.9736,0.5653380419760092
12,0.02146525604187694,0.9946,0.9754,0.5080583920737202
13,0.01739804748044697,0.99612,0.9758,0.4451113212734029
14,0.014555550969416893,0.99662,0.9752,0.4164363512453781
15,0.012689072897446656,0.9974,0.9741,0.3926262483062245
16,0.010460241890364728,0.99792,0.9752,0.35202323659004897
17,0.007694531311205103,0.99884,0.976,0.26790864635122275
18,0.006068628571611648,0.99928,0.9754,0.23292597572201754
19,0.00511030024773923,0.99966,0.9763,0.20339159708550492
20,0.004286527043970167,0.99966,0.9771,0.17585556599229912
21,0.0033569811394719806,0.99982,0.9773,0.14164564696830567
22,0.0027267156006495767,0.9999,0.976,0.12048194141409063
23,0.002376188675671562,0.99996,0.9771,0.1055588341315056
24,0.0021127932939546384,0.99998,0.9771,0.095426579006197
25,0.0018584822718904245,1.0,0.9774,0.08546117311110041
26,0.001620695052003642,1.0,0.9771,0.07345560843046654
27,0.0015076600375742016,1.0,0.9772,0.07014844420427721
28,0.0013820946529877426,1.0,0.9771,0.064549106047173
29,0.0012756261468214868,1.0,0.9768,0.06110327212135732
30,0.0011669890731554869,1.0,0.9776,0.05566822119451916
