epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,1.581186194020464,0.52204,0.6507,0.9205292581765989
2,0.6628685593223937,0.76174,0.8175,1.8301168135467716
3,0.49550493194928863,0.82582,0.8379,1.8665682879813914
4,0.4369034271715852,0.84414,0.8521,1.6296709223573984
5,0.3965141065323444,0.85588,0.8549,1.4917681308198134
6,0.3678312287916003,0.86694,0.8604,1.4430408186311203
7,0.337108035269372,0.87636,0.8698,1.3522231157077111
8,0.32364255919709534,0.88148,0.8745,1.377754396861675
9,0.30776966218372137,0.88662,0.8685,1.3724135915831746
10,0.29516260333530736,0.89098,0.8742,1.3629751580599632
11,0.28519409210861796,0.89576,0.8751,1.3567010551467185
12,0.273521196487767,0.8981,0.884,1.3516489746113267
13,0.2657553944784357,0.90196,0.8865,1.373088170434755
14,0.25308016009266726,0.9068,0.8797,1.337023934437621
15,0.2497074887004045,0.9069,0.8934,1.3642218446158147
16,0.23957863166127974,0.91028,0.8839,1.354581362180772
17,0.2332932800912034,0.9132,0.8892,1.3590445250087082
18,0.22747005954804017,0.91626,0.8921,1.3616292182433023
19,0.2212863206968207,0.91814,0.8948,1.3649526842882806
20,0.21679856234689807,0.92012,0.8853,1.3666132167146352
21,0.21006330639085807,0.92154,0.8822,1.3827267707407702
22,0.20779573670624163,0.92252,0.8884,1.3964173345876612
23,0.19911029169340724,0.92494,0.8882,1.3606733304680707
24,0.1938224154884172,0.928,0.8893,1.3734987646328802
25,0.19093297611531393,0.9282,0.8921,1.4150427339095464
26,0.18675895576910748,0.92958,0.8837,1.3966862159418296
27,0.1809475889901066,0.93118,0.8904,1.3781988861721994
28,0.1739872436627479,0.93496,0.8976,1.4022522622234324
29,0.1679006525746468,0.93654,0.8975,1.3996287095655289
30,0.16563677205168226,0.93828,0.892,1.4117031801819186
