epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,1.1634298114063184,0.61674,0.741,1.3009378374543936
2,0.5835371414566284,0.7932,0.8278,1.8923958840625001
3,0.47925678829250434,0.83044,0.8279,1.8229699824402603
4,0.4342667532089116,0.8457,0.8512,1.6591890933897733
5,0.39642583898952244,0.85482,0.8603,1.5696444545371595
6,0.36459164759692025,0.86616,0.8637,1.4687549475031787
7,0.3414002349481101,0.87582,0.8564,1.4506331767450444
8,0.3218455403623983,0.88342,0.8574,1.3970282467610668
9,0.30618598467439334,0.8881,0.8846,1.3870258339109878
10,0.29634935807084184,0.89072,0.8579,1.3915304215205309
11,0.2838260344684581,0.89522,0.8859,1.3762546259988457
12,0.2705383521821493,0.90064,0.885,1.3603306397611785
13,0.26282526409286827,0.9029,0.8833,1.3910327038008536
14,0.25351826881851686,0.9057,0.8816,1.3866339399909788
15,0.2476450013439826,0.90874,0.8913,1.3937553945808931
16,0.24166810461093702,0.91022,0.8842,1.4000306155871711
17,0.23317612441794952,0.91332,0.8909,1.377753904380965
18,0.2241963902702722,0.91704,0.8866,1.3767342343899973
19,0.21812979621655496,0.91814,0.8896,1.3760542710867756
20,0.214481011437981,0.91982,0.8878,1.4048405448444412
21,0.20838120056654486,0.92236,0.889,1.4126638226205432
22,0.20022289956088565,0.92554,0.883,1.386887414202542
23,0.19767637970997853,0.92568,0.8915,1.4081246168784187
24,0.19075686907124184,0.92842,0.8917,1.407503838111724
25,0.18950653352472177,0.92866,0.8927,1.4153722748638
26,0.18365338944432225,0.93046,0.8928,1.4045599977615486
27,0.17693558465355955,0.93478,0.8962,1.413636049244071
28,0.17350373408802405,0.9352,0.8873,1.418204048682529
29,0.16634315746786343,0.93762,0.8959,1.4043929393573613
30,0.16397425391332573,0.9388,0.8953,1.4134619554122771
