epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,0.7253781362529605,0.74212,0.8267,1.659683164287159
2,0.4463413265507544,0.84,0.8506,1.4406685330610831
3,0.3908765974938107,0.85736,0.8475,1.3861665881882386
4,0.36062179275257206,0.86806,0.8664,1.3410097490488466
5,0.339862361340724,0.875,0.8717,1.3521517275209327
6,0.3222058301462847,0.88126,0.8751,1.3461879168472828
7,0.30801719367084907,0.88642,0.8819,1.3480006114977534
8,0.29596578405069573,0.88886,0.8804,1.3631396329555465
9,0.2866614821850491,0.89342,0.8854,1.357214203506799
10,0.27384444510044953,0.89796,0.8765,1.3367425403574256
11,0.26698038019144626,0.9,0.8887,1.3612688875604362
12,0.2574429089379737,0.90436,0.8836,1.3520328943812157
13,0.25011145620775954,0.90592,0.8854,1.3733001448423878
14,0.24255634341246027,0.91034,0.8853,1.3523995464405392
15,0.23341811455957726,0.91326,0.8858,1.3494105439600332
16,0.22836452672053176,0.9142,0.892,1.3608730821556565
17,0.2212734721848727,0.91708,0.8838,1.3743498305401263
18,0.21510303013331597,0.91932,0.8864,1.374005526368323
19,0.2123855708829125,0.92056,0.89,1.3893703024513413
20,0.20542668008609957,0.92278,0.8861,1.38579538116356
21,0.19919501980552284,0.92506,0.8949,1.3810426716850772
22,0.1940643956927616,0.92782,0.8942,1.3835304502426664
23,0.19224573542242465,0.92762,0.8927,1.3970259085908607
24,0.1858656809753393,0.93026,0.8954,1.382086011906995
25,0.1816568443423037,0.93102,0.8893,1.4051677876373867
26,0.1762939119744865,0.93254,0.8944,1.3997095757031146
27,0.17218050157265438,0.93472,0.8884,1.4122718075519036
28,0.1663752585468466,0.93684,0.8833,1.39712289224893
29,0.16178582915488413,0.93882,0.892,1.3954565901366531
30,0.16406378047088224,0.93844,0.8952,1.4685292344975605
