epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,1.9099366707570107,0.55984,0.7595,0.6192222173485602
2,0.4876672247677203,0.86618,0.8963,1.2193652367653374
3,0.29600932494358484,0.91512,0.9269,1.2113600880913322
4,0.20565721681555899,0.94004,0.9462,1.0662317058246586
5,0.1445980542803855,0.9575,0.9565,0.9612160222916132
6,0.10677871944339913,0.96932,0.9635,0.8762921180305184
7,0.08432463818537,0.97542,0.9677,0.8350221575978917
8,0.06682160754671411,0.9805,0.9686,0.7862293892293102
9,0.0559676488899552,0.98332,0.9697,0.7684966104125266
10,0.045213866240495004,0.98662,0.9716,0.7044798139633057
11,0.038733410542262744,0.9887,0.9738,0.676941785726881
12,0.03177171761212904,0.99068,0.9729,0.6254170542564199
13,0.02580652079786724,0.99296,0.9747,0.5727433115415655
14,0.022295803624673333,0.99402,0.9739,0.541728108634247
15,0.01713342622645697,0.99574,0.9772,0.4562385584251239
16,0.013869906072323199,0.997,0.975,0.40199024474874867
17,0.01205351949530824,0.99762,0.9763,0.3752433917136858
18,0.009295826944511544,0.99826,0.9773,0.31760255606406923
19,0.0076652242375351365,0.99884,0.975,0.279183112018925
20,0.005934984913705301,0.99924,0.9761,0.23223220576948586
21,0.004496236932222777,0.99976,0.9759,0.18001628402189587
22,0.0037098609572963504,0.99982,0.9762,0.151436735399754
23,0.003146018177490322,0.9999,0.9772,0.13559969367176491
24,0.0027482666613129468,0.9999,0.9767,0.12204530336393506
25,0.0023933739907535056,0.99994,0.9761,0.11049511166724578
26,0.002070730616872394,0.99996,0.9773,0.09405454274211855
27,0.0017740762838732798,1.0,0.9772,0.08151328737977102
28,0.00162563328898302,1.0,0.9772,0.07554888317887158
29,0.0014537050778938273,0.99998,0.9771,0.06674888664317247
30,0.0013665100098285369,1.0,0.9777,0.06423772495863558
