epoch,train_loss,train_acc,val_acc,grad_norm_epoch_avg
1,1.29448767082618,0.6528,0.8634,0.8787713422269374
2,0.36732653919083386,0.89446,0.9053,1.2451571703917363
3,0.26714569573169167,0.92318,0.9286,1.1753904761448102
4,0.1992503792676322,0.94238,0.9474,1.0627104296860272
5,0.14773663915360294,0.95718,0.9558,0.9780421623906724
6,0.1088270417026356,0.96744,0.9636,0.9068050837178431
7,0.08368638492739566,0.97552,0.9651,0.8398912033645658
8,0.06901942601289286,0.97912,0.9689,0.8197472018421382
9,0.05480142032949116,0.98384,0.9707,0.7492768961014377
10,0.04541497378100348,0.9866,0.9716,0.7254901206928699
11,0.0377862072102261,0.98924,0.9736,0.6679478411472496
12,0.031615716632237646,0.9912,0.9734,0.6317488731705407
13,0.026791166307305193,0.9922,0.9731,0.5900856709069632
14,0.02172775864843791,0.99418,0.9756,0.5326426129409318
15,0.017384644637665595,0.99558,0.9754,0.4695349077201416
16,0.013399809895245873,0.99738,0.975,0.39562841822011413
17,0.011078588506023761,0.9978,0.9755,0.3611009744331559
18,0.008879009543967498,0.99854,0.9758,0.3151832389007578
19,0.007159132008996668,0.99904,0.9765,0.2676355883482171
20,0.005818346541926778,0.9994,0.9768,0.22729717328891047
21,0.004676249129940337,0.99956,0.9768,0.19202304630109623
22,0.003854414749601165,0.9998,0.9768,0.16292666969042705
23,0.003159646673341338,0.99988,0.9784,0.13330265510138753
24,0.0025932154343503676,0.9999,0.9782,0.11438545759329395
25,0.002255950375078463,0.99994,0.978,0.10072774949281164
26,0.0020224347531613437,0.99998,0.9771,0.0929582720895338
27,0.0017917662604081193,0.99998,0.9782,0.08337296411444209
28,0.0016308362473329693,1.0,0.9771,0.07645688626241005
29,0.0014870401483627839,1.0,0.9774,0.07009907284266309
30,0.0013778009796928962,0.99998,0.9781,0.06572171184179552
